id,gender,dob,yg,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,missing,Q1_score,Q2_score,Q3_score,Q4_score,Q5_score,Q6_score,Q7_score,Q8_score,Q9_score,Q10_score,Q11_score,Q12_score,Q13_score,Q14_score,Q15_score,Q16_score,Q17_score,Q18_score,Q19_score,Q20_score
TgjTycFocUlF5dExXL4Zj,F,2013-03-10,5,C,A,C,B,D,C,D,B,A,B,A,C,A,A,B,C,B,A,B,A,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
TqaWtfhSGFbRa1SguFyrb,M,2013-04-17,5,E,E,C,B,D,A,D,D,E,A,D,C,A,E,A,A,B,B,B,D,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
VjTRLYVP1Eb8zChgMoHxZ,F,2012-10-15,5,C,A,B,B,D,B,D,C,C,D,A,C,A,B,D,D,A,A,E,A,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1
bPN1wLqPbddWabBHQ559a,F,2013-05-03,5,C,A,D,B,D,E,D,D,A,D,A,C,D,B,D,D,A,A,B,A,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1
bZEGcNALPqNM16pYTCePz,F,2013-03-15,5,C,A,C,B,D,B,D,E,A,D,A,B,A,B,A,D,A,A,B,A,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1
cT4CxnEIpBToUb58hDtgz,M,2012-10-11,5,A,D,B,B,A,C,D,E,A,D,E,D,E,B,D,B,B,A,C,D,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
jT3yHq073jX15oFTfnPrw,F,2012-12-16,5,C,A,D,B,D,A,D,C,C,D,A,C,A,B,D,D,A,A,D,A,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1
kKv0WKKiTMjfmtkvDHDJh,F,2013-01-10,5,C,A,A,B,C,A,D,C,A,C,D,C,B,B,E,NA,D,B,A,C,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,NA,0,0,0,0
mcdB5WVnnAN18zubo7P4f,M,2013-07-01,5,C,A,D,B,D,E,D,D,C,D,A,D,A,A,D,B,A,E,B,A,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1
pgT29N6hGC1C_wwAY_IgN,M,2012-11-19,5,C,A,D,B,D,E,B,E,C,D,A,D,A,B,C,B,A,C,D,A,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
rkwmOBtZZ7w0h6ahhzlW2,M,2013-08-27,5,C,A,C,B,D,B,D,B,C,D,B,A,A,D,E,D,A,C,C,E,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
y0YjvDmXByD8weRUY4plK,M,2013-07-11,5,B,NA,C,B,D,B,E,D,C,D,C,D,D,D,E,E,C,A,B,E,1,0,NA,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
z_K0nWZNeORx5AxYQFiyJ,F,2012-11-15,5,C,A,D,B,D,E,B,C,C,D,A,C,A,E,B,A,D,A,B,A,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1
0T4VraU7wXH-FtUKQEdR5,F,2013-04-28,5,C,A,B,B,A,B,A,B,B,B,E,B,E,D,D,D,B,A,B,E,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2oDK23NFiM3_FrUC6QJDS,M,2013-07-02,5,C,B,E,C,A,D,E,C,A,B,E,D,A,B,C,D,B,NA,D,B,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,NA,1,0
5gwMFbP8LqiWvuST4nyXC,F,2013-04-19,5,C,A,B,B,D,B,A,E,E,B,A,B,A,B,D,A,D,A,B,E,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
6Qj5PLvRJMVfJ_OgK7c1c,F,2012-12-27,5,B,NA,NA,E,A,C,E,A,D,E,NA,B,NA,A,C,NA,A,B,NA,NA,7,0,NA,NA,0,0,0,0,0,0,0,NA,0,NA,0,1,NA,1,0,NA,NA
9dT3n8VdiU4fJNRIusXx2,M,2012-09-03,5,C,A,D,B,D,D,E,E,A,E,A,D,B,B,A,B,B,B,E,A,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
AJU2MMD-x3yws-8vGVrUn,F,2012-11-19,5,C,A,C,B,D,B,D,B,E,B,A,D,A,E,B,A,A,E,E,A,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1
C8PcR5_gmPniW6unfQkBU,M,2013-01-16,5,C,A,D,B,D,B,D,A,C,D,A,D,A,B,D,E,A,A,B,A,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1
EfB8Dl7s-4e-l7qcZ_FUi,M,2013-04-29,5,A,B,E,A,D,C,E,C,A,A,D,A,E,D,E,A,E,E,C,A,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
GyDyJd-aQ0Lei4wHh5Tci,M,2013-05-28,5,C,A,D,B,E,D,E,E,E,D,E,C,A,D,E,B,E,B,C,A,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
KPrZ3hHpnis2uS_uI2_IB,M,2012-12-08,5,C,A,C,E,D,D,E,E,A,E,E,D,E,B,E,B,D,E,B,D,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
K_ZL9kNr4bqO66ha4vbJb,M,2012-12-12,5,B,B,C,B,E,A,A,E,C,E,E,D,E,A,D,A,E,C,A,D,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
MNafJJrz5_00Ns2LHNXZo,F,2013-08-18,5,C,D,E,B,A,E,A,C,C,C,A,D,E,D,B,A,A,C,C,E,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0
PGZUkZ8BtrtCwp7QH1AZh,F,2012-11-11,5,C,A,A,B,D,B,D,E,A,D,E,D,E,B,A,E,A,A,C,E,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
QqttSX6ZZo6RfajRLB5Si,F,2012-09-03,5,A,B,E,B,D,C,E,E,A,A,D,E,E,D,A,B,A,B,C,E,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
SvpGPpwqIV0VIx6xlKeTy,M,2013-08-04,5,C,A,E,B,D,E,B,C,C,B,A,D,E,B,C,B,A,A,D,E,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
TUXmAggo_J1vdahJ8-DQH,M,2012-12-09,5,D,A,E,B,D,C,E,D,D,A,E,D,C,A,A,D,A,B,C,E,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ZdUH5RS1nSN7i07Szy3Pg,F,2013-02-21,5,C,A,D,E,D,D,E,A,A,B,D,B,A,D,A,C,A,A,C,E,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
ZsePhV4FsDMa5MHJdbERM,F,2012-11-20,5,C,A,D,B,D,E,C,C,C,D,A,C,A,B,B,D,A,B,B,A,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1
bNApAnxCW16pGLm8lN51U,M,2013-02-25,5,C,E,C,B,D,A,E,D,E,C,A,D,A,E,E,A,A,B,D,A,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1
cox8uTVr5bgyggKT1ER0i,F,2012-09-26,5,C,A,D,B,D,A,A,D,C,D,A,D,A,B,D,E,A,D,C,E,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
eKvv8Nl6ZmjFzjzWSBIMG,F,2012-11-11,5,C,E,C,B,D,B,E,B,A,B,A,B,A,B,D,A,A,A,B,A,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1
h0ihNh8mbcCZ9wcck_rie,F,2013-06-17,5,B,B,A,B,C,E,E,B,A,B,A,C,A,A,C,A,B,A,C,E,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
jMzZeI-GTCsc2PDWjAieN,F,2013-05-27,5,C,A,C,B,D,B,D,E,D,D,A,C,A,D,D,A,E,E,C,E,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
oijLIymgQXMy8iTaRkioH,M,2012-12-12,5,C,A,C,B,C,B,C,D,C,D,A,B,A,D,D,C,B,A,C,C,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0
rEXEFj7OCTxFSGTB4v2ZW,F,2012-11-15,5,C,A,A,B,C,B,A,E,A,D,D,C,D,D,D,A,E,A,C,E,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
slIhjE778MhHmxAAusq0M,F,2013-06-04,5,C,C,B,E,B,A,B,C,C,A,E,A,E,A,C,B,B,C,D,C,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0
tW-_OhKVjifem4_AQ0cbR,F,2013-07-28,5,C,NA,A,B,D,E,D,E,C,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,NA,0,1,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vDO4gk_f8-OqCF3CoJoY0,M,2012-12-18,5,C,A,D,B,D,E,B,E,A,D,A,D,A,B,D,A,A,A,B,E,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0
wfXYN56A-uVViF6RRDlEM,M,2013-06-13,5,E,E,B,C,D,B,E,D,A,C,A,C,A,B,A,D,D,A,B,E,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
14kE8xa8EaztTEO7_EKOz,M,2013-02-12,5,C,A,D,B,D,B,D,D,A,D,A,B,NA,B,E,A,A,A,C,E,1,1,1,1,1,1,0,0,0,0,1,1,0,NA,1,0,0,1,1,0,0
1IWeAocCNmr7MOkHz_3vc,F,2012-09-16,5,C,A,D,B,D,B,C,E,C,D,A,D,D,D,B,B,B,A,D,E,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0
3Vlhi7OPmNhv73COvp5uN,M,2013-02-05,5,C,A,D,B,D,B,D,C,C,D,A,C,A,E,D,A,A,A,B,A,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1
6-WqkxPISC-Ssr_RG1dxE,F,2013-02-15,5,C,A,B,D,NA,B,A,B,A,D,A,B,A,B,B,A,A,A,C,E,1,1,1,0,0,NA,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0
6TJ_gxjUzVVI7dhPMf6y-,M,2013-07-29,5,C,E,A,D,E,B,E,E,A,C,A,C,A,D,C,B,B,C,B,A,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1
6q1eVQPxoMTe0lpXxPlYF,F,2013-05-05,5,C,A,D,B,D,E,B,A,C,D,C,B,A,B,E,A,A,A,A,D,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0
7jvGh_K5Q72wk8wUcPIvB,F,2013-07-26,5,C,B,B,B,D,A,A,B,B,E,A,B,A,D,D,A,B,E,B,A,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
7u3wDZbxayyu2apBz3L66,F,2013-01-23,5,NA,C,D,B,C,A,E,C,A,A,D,A,A,B,D,E,B,E,C,D,1,NA,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
81tylR17ogh5S6thRqQBQ,M,2012-11-21,5,B,E,B,A,C,C,A,E,E,E,C,C,E,B,D,D,A,A,D,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
84yA7tdG_6JIAg1SFsWWN,M,2013-04-27,5,C,A,D,B,D,E,D,B,C,D,A,D,A,B,D,B,A,A,D,A,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1
8s45TmC7jOQoyihttCFhG,F,2012-12-06,5,D,A,D,B,D,E,D,D,A,D,D,B,A,A,D,A,A,A,B,A,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1
9mZK31g1JhqdmclBLhKv-,F,2012-10-30,5,D,A,B,B,C,E,A,D,C,E,A,C,A,D,A,E,B,E,C,E,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
ARxFN8y1NX5dfW9fq3Rw9,M,2013-07-30,5,C,A,C,B,D,B,C,D,A,NA,A,C,A,E,B,E,B,A,C,E,1,1,1,0,1,1,0,0,0,0,NA,1,0,1,0,0,0,0,1,0,0
B0jNGKzbU_9y6AlpIUPZD,M,2013-05-10,5,C,C,A,E,D,A,A,C,C,D,B,E,A,B,D,B,E,C,NA,A,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,NA,1
BD8U7L37fWYqBqkHek9-t,M,2013-07-30,5,C,B,B,B,D,E,A,D,C,B,E,D,E,B,C,B,E,A,D,E,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0
BFgBYIRJVNlgrByONGAHs,M,2013-08-24,5,C,A,D,B,D,D,B,E,B,D,A,D,A,B,A,A,A,A,C,E,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0
C5TbOJ2Q8T2vfxfZOn3nq,M,2013-06-09,5,B,A,D,B,D,E,E,C,A,D,A,C,E,B,E,B,D,C,B,A,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1
CR9XENLexQBUmOXXCIqVZ,F,2013-03-15,5,C,A,D,A,D,E,D,D,A,D,D,C,D,E,E,A,E,A,B,E,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
DKfghXaDjSs8e6did9zy-,M,2013-03-23,5,B,A,D,B,D,C,E,B,E,D,A,B,E,B,D,D,A,E,D,A,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1
FAdf4taPwMJarB4gIkEF0,M,2013-07-26,5,C,A,D,B,D,B,B,C,C,D,A,D,A,E,B,E,B,A,D,A,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1
GWOuO3dC65p9Ny-A2h2Ew,M,2013-02-07,5,C,A,C,B,D,E,B,D,C,D,A,B,E,A,B,E,D,C,B,E,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
H7soden72qnVjMKxBE2je,F,2013-08-14,5,C,A,B,B,D,B,D,D,A,D,D,C,A,B,A,A,E,E,A,A,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
HecE8HAILV2BU8W5pZrYh,M,2013-08-22,5,C,A,B,B,D,B,D,E,A,D,D,B,D,B,C,E,A,D,B,E,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
ILRy3WJu_Sc71ADtKATOz,M,2012-10-24,5,C,A,C,B,D,B,C,D,B,D,A,B,A,B,D,A,B,C,C,E,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
LHk1RD9iUxx4VdhkXqZ-4,F,2012-10-11,5,E,B,C,E,D,B,D,E,D,D,A,B,A,D,A,B,B,A,C,A,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1
La6hcum07Bgqa6iAViynO,M,2013-08-02,5,C,A,D,B,D,B,A,D,A,B,A,D,E,A,D,A,B,B,B,A,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
M0FXcH1zoNuzUmlj3bewq,F,2012-09-15,5,C,A,C,D,B,D,A,E,D,D,A,B,A,B,D,D,A,A,B,A,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1
QhEJMa55b3f4msXdZlwNj,M,2013-08-04,5,A,B,C,A,B,C,B,B,E,A,B,B,D,B,C,B,E,B,D,D,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0
Qmy3VR-JyyD9ObYYG5XuX,F,2012-10-11,5,C,E,D,B,C,E,C,A,C,E,C,D,A,A,C,B,B,A,D,E,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0
QqJeEWmQ1JojkSRAH_whO,F,2013-02-27,5,C,D,D,B,D,E,D,C,C,D,A,C,C,E,D,A,B,C,B,E,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
S5l0FVvBUBY29wlljagnw,F,2012-11-21,5,C,A,D,B,D,A,A,C,C,C,C,B,A,B,A,A,B,A,B,A,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1
SQuhj7N3tc85r8sunHAHo,F,2013-02-01,5,C,A,D,B,D,E,D,B,C,D,A,D,D,B,B,C,A,A,C,A,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1
SolqRNiWtwQ7NyYFp81bV,M,2012-12-14,5,C,A,D,B,D,B,D,E,C,D,A,D,A,B,D,B,A,A,B,A,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1
UBffc4KXzLMPeS8-xva4i,M,2013-07-11,5,C,A,B,B,D,A,A,B,C,D,A,D,A,B,D,B,D,C,C,A,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1
UG23TzN3RzLcY5SLvH4F9,M,2012-11-11,5,C,A,D,B,D,A,A,C,A,C,A,A,B,A,C,A,B,D,A,E,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
VksendRbCY7FPlyaYhnZm,M,2013-06-15,5,C,A,B,B,D,B,D,E,D,D,A,B,A,E,D,E,A,D,C,E,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
WUibBf5Jw6JRG0GXPHYEU,F,2013-08-28,5,C,A,D,B,D,B,D,C,C,D,A,D,A,B,D,A,B,A,B,E,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0
Wc6UFcLVIrl3aTxlTcytj,F,2013-04-29,5,C,A,D,B,D,B,B,E,C,D,A,D,A,B,A,B,A,A,B,A,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1
WgSlR7lnmNp_6sinHht3z,F,2013-01-03,5,C,A,D,B,D,E,D,C,C,D,A,D,A,B,E,E,A,A,B,A,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1
X4pC3zJecUib-nLVnbkJO,M,2013-08-13,5,E,D,C,B,E,C,E,E,C,D,E,E,C,D,E,D,E,E,C,D,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
_O5eYbet5hYnWDCx759Af,M,2013-03-26,5,C,A,D,B,D,A,D,B,C,D,A,C,A,E,D,A,B,A,D,E,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0
a0ZoJS2pPP3_GR41P99hN,F,2013-04-20,5,C,A,B,B,D,B,D,E,E,C,A,C,D,B,D,A,A,A,C,E,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
bbj-XTGgC1ajwxmb_uP-X,F,2013-07-19,5,D,B,B,B,D,D,D,B,A,D,D,D,A,E,D,A,B,C,E,A,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
gAA-NY6de-pJhsW-LSu2u,M,2013-03-07,5,A,E,C,E,C,B,D,E,A,D,A,B,C,A,B,A,B,E,A,C,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
gmfeuntZ1EU-7fD1zX7Be,F,2012-09-10,5,C,A,D,B,D,B,D,B,C,D,E,C,E,B,E,D,A,A,C,E,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0
hLBTAuivF3AeYcTd5P_8v,M,2013-05-28,5,NA,E,D,C,D,D,A,B,C,B,A,A,D,A,D,A,A,D,D,E,1,NA,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
hYpf2tt4VxRuYGDmn3DGN,F,2012-11-14,5,C,A,D,B,D,D,C,E,B,D,E,B,E,E,E,D,D,A,C,E,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
hzK48NRFBJmHuiaGqB4Cj,M,2012-12-12,5,C,E,E,D,A,A,B,C,B,A,C,D,C,C,B,B,E,D,C,B,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
iO232JWYHs38ZDYABc8DO,F,2013-07-24,5,D,B,E,E,E,C,D,D,E,E,E,B,E,B,D,A,A,A,C,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
ik_haCXdyRs5Syh7x--6e,M,2013-08-02,5,C,A,B,B,D,B,A,B,A,D,A,B,B,B,D,A,A,A,B,E,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0
jgohxi-wIyPZ8FNppL692,M,2013-08-06,5,C,NA,C,D,D,E,D,E,C,B,D,B,A,B,B,A,B,A,A,A,1,1,NA,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1
k012hMS3w_fqyF2F5HKA8,F,2013-08-09,5,C,A,D,B,D,E,D,C,C,D,A,D,A,B,C,B,A,A,D,A,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
kAghQCovvh-gRwc8qpFu0,M,2013-06-23,5,C,A,C,B,D,B,D,B,C,D,A,D,A,B,D,A,A,A,B,E,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0
ke81xF3kRHCnd6zZd36NH,M,2013-03-07,5,C,A,D,B,D,E,D,B,C,D,A,D,A,B,D,A,B,A,B,E,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
n3zee3JXyHMAA9Er9OJ6z,F,2013-06-06,5,C,A,C,B,D,B,D,D,D,A,E,C,D,B,E,A,A,A,B,E,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
nbHJPV-U9QqRw4scdbJ-w,F,2012-10-31,5,C,A,D,B,D,A,B,B,C,D,A,D,D,B,B,C,A,A,C,A,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1
nor7HwPIFDrt3npF4_V9g,M,2013-08-23,5,A,B,D,B,D,B,A,C,D,D,E,B,E,B,A,A,B,E,C,E,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
ofUlYb-BWtrYZtuKfpZI3,M,2013-04-05,5,C,B,C,D,E,E,B,C,D,C,A,B,E,B,A,E,E,A,D,E,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0
poliPCDJYYwxGHBkQHuJ9,F,2012-09-25,5,C,A,D,B,D,B,B,E,C,E,A,D,A,B,D,E,D,A,D,E,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0
puAAVXTiupWgTupsdhaqL,M,2012-12-15,5,C,A,D,B,C,B,D,D,E,D,E,B,A,B,D,A,C,A,B,A,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1
rQxe5976RfbTIRjNgNfDu,F,2013-06-24,5,C,A,A,B,D,E,A,A,D,B,D,C,E,E,D,A,C,E,C,A,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sZAgzK5mgePTN9JyGUzi6,F,2012-12-15,5,C,A,C,B,D,B,D,E,A,C,E,D,D,A,D,A,B,A,B,E,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
siw1XEUup7Eiwss4dWzbn,M,2013-03-01,5,C,A,D,D,C,B,D,E,E,D,A,B,A,E,D,E,E,A,B,A,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1
vXBhnCAPZztExEnzQBIQu,M,2013-01-01,5,C,A,D,B,D,E,D,C,C,D,A,C,A,B,D,E,A,A,B,A,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1
wLpSslC0llmqV0abvhsrF,M,2013-01-06,5,C,A,C,B,D,B,D,E,A,D,E,B,E,D,D,A,B,A,C,E,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
zMidO-q1Iowa66mgQgqzw,M,2013-06-10,5,C,A,D,B,D,B,D,E,A,D,A,B,E,A,D,E,C,A,C,E,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
04zEyWP9b-dhPci28-cyZ,F,2013-03-26,5,C,A,C,B,D,B,D,E,E,D,E,D,E,D,A,A,A,A,B,E,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
0Qb6cVvbdE97yKI2eVYXI,M,2013-07-06,5,E,C,C,B,D,B,NA,C,D,A,B,D,D,D,C,B,A,E,E,A,1,0,0,0,1,1,0,NA,1,0,0,0,1,0,0,1,1,1,0,0,1
37mmr-jVZVhlyPMDB8qDF,F,2013-06-28,5,C,A,D,B,D,B,A,B,C,D,A,D,D,B,D,B,A,A,B,A,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1
3aTfssn0jnyikx29psA5h,F,2013-03-02,5,NA,NA,E,E,NA,E,E,NA,E,E,NA,NA,B,B,B,B,A,A,A,NA,7,NA,NA,0,0,NA,1,0,NA,0,0,NA,NA,0,1,0,1,1,1,0,NA
3cBsuClt4iyq3HzZ5cjxi,F,2012-09-13,5,C,NA,NA,NA,NA,B,NA,B,C,NA,NA,NA,NA,NA,B,NA,A,A,D,A,11,1,NA,NA,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,0,NA,1,1,1,1
4P6X9Hf4uy3l0Vhnnb_bJ,F,2012-12-20,5,C,A,D,B,D,E,B,C,C,D,A,D,A,E,D,E,E,A,B,E,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0
4S0KUvvX2aGj2nvkDUjnc,M,2013-02-06,5,C,A,D,B,D,B,C,B,C,D,A,D,A,B,D,B,A,A,C,A,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1
5dRuWOYwHxtWppriLbJTs,F,2013-01-24,5,C,A,D,B,D,B,D,D,A,D,E,B,A,D,B,E,D,C,B,A,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
66GK63dkrTPaQv9O8rY9H,M,2013-08-25,5,C,A,C,B,D,D,D,E,A,E,NA,C,B,D,E,E,E,B,C,E,1,1,1,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
6dHvjpTVvSeJedkscUs7A,M,2013-04-08,5,C,A,C,NA,D,D,D,D,NA,D,A,B,D,A,E,C,E,C,B,E,2,1,1,0,NA,1,0,0,0,NA,1,1,0,0,0,0,0,0,0,0,0
BBuvIGR96_WdWAdlfKR8k,F,2013-08-23,5,C,A,D,B,D,B,B,B,C,D,A,D,A,B,D,D,D,A,D,A,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1
DBoBEA-ishEqZ7vzOR_f3,F,2013-02-22,5,C,A,B,B,D,B,D,E,A,C,D,B,A,C,D,B,C,C,B,E,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
