id,gender,dob,yg,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,missing,Q1_score,Q2_score,Q3_score,Q4_score,Q5_score,Q6_score,Q7_score,Q8_score,Q9_score,Q10_score,Q11_score,Q12_score,Q13_score,Q14_score,Q15_score,Q16_score,Q17_score,Q18_score,Q19_score,Q20_score
-zxvZB0UHgfw2-2R3Q-6G,M,2011-01-14,7,C,D,E,B,D,B,A,E,D,D,A,B,A,B,D,B,B,A,B,A,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1
0MD_HgCuYksDgIhK3hd3P,M,2011-06-01,7,C,E,C,B,D,B,D,A,A,D,A,C,D,E,A,A,B,A,C,E,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
0PQJqhYw7MaoVIL8iOBHg,M,2010-10-03,7,C,A,D,B,D,E,B,C,C,D,A,D,A,B,C,B,A,A,D,A,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16Q-kz7orMl1jtUAxbHqa,M,2010-09-29,7,C,A,C,B,D,B,D,B,A,E,A,D,A,A,C,B,A,C,A,E,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0
1K113WtGY0x-IROc_Iucx,M,2010-09-05,7,C,A,C,B,D,B,D,A,C,B,A,B,A,C,B,D,B,B,A,E,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
1yMr_YXx002RsM_UlTaeF,M,2011-02-25,7,C,A,D,B,D,B,B,E,D,D,A,C,D,E,E,D,D,A,B,E,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2DuFBxy4xeexirYeIePd0,F,2010-09-22,7,C,A,D,B,D,E,B,C,C,D,A,D,D,E,B,B,B,A,B,A,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1
2nmo_VEbLA5uifJfbTjNO,F,2011-08-04,7,C,A,B,B,B,D,A,C,C,D,A,D,A,B,D,A,A,A,B,A,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1
3-rNDj8F64XXPnqBU67fy,M,2010-09-09,7,C,A,C,B,D,D,E,E,A,C,A,C,E,E,A,E,C,B,B,E,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
41NNaHfVTh-9k7Jhsf-yv,F,2011-03-04,7,C,A,D,B,D,E,D,E,C,D,A,D,A,B,D,A,A,A,C,A,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1
4AN4FfEJjMi5sPAVuBMdg,F,2010-12-13,7,C,D,B,B,D,D,A,C,C,D,C,A,D,C,A,E,A,C,B,E,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
4AuaYeEo94Cl9XMvNMH9h,F,2010-12-03,7,C,A,B,B,D,A,A,E,C,D,A,B,A,B,A,C,A,A,B,A,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1
4WtAgtA5lDaXhFD6S7x7F,F,2010-09-20,7,C,A,D,B,D,E,C,D,C,D,A,D,A,B,D,B,A,A,D,A,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1
4sremGaKpdaZStuWvzHQ5,M,2011-03-01,7,C,A,C,B,D,B,A,C,C,D,A,C,D,E,D,C,A,A,C,A,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1
5I-K_F-Mifib_M5A3yB-M,F,2010-12-14,7,C,A,C,B,D,E,A,B,C,D,A,D,A,B,C,B,B,A,D,A,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1
5Sae4neJY52g0BJYHi4YE,M,2011-02-15,7,C,A,D,B,D,B,D,E,E,D,A,D,E,B,D,A,A,A,D,A,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1
5ZAuZBxWE5kkUhM-6RMjf,M,2011-05-24,7,C,A,C,B,A,B,A,E,A,D,E,D,A,B,B,E,A,E,B,A,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1
6CklT48ltP4kElkEs9-Kk,F,2010-09-17,7,C,A,D,B,D,E,B,C,C,D,A,D,A,B,C,B,A,A,D,A,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6MxLVB5VQYTdMyVhVI6z6,F,2010-09-18,7,C,A,B,B,D,B,A,C,C,D,A,D,A,B,A,D,A,A,B,A,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1
6cxe2n5BHdyhiYGAkR7_P,F,2011-02-03,7,C,A,D,B,D,B,D,E,A,D,A,D,E,B,A,A,B,A,B,E,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0
759CmQ1gZKQbylIgchL0I,M,2011-08-13,7,C,A,D,B,D,A,A,E,E,E,A,D,C,B,D,E,A,D,C,A,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1
76xp7wFKiwbUcTDSphtF4,M,2010-11-06,7,C,A,D,B,D,D,B,C,C,D,A,D,A,B,D,B,A,A,B,A,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1
7o6E5t_cKVdHbihUHVI4f,F,2010-11-02,7,C,A,D,B,D,E,B,C,C,D,A,D,A,B,A,B,A,A,D,A,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
7yUCyQdnSXhr8IUAd3m8U,F,2010-09-09,7,C,A,D,B,D,E,B,C,A,D,C,C,B,D,C,E,A,C,C,A,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1
809ueo_6cxJnLhUSBz5IB,M,2010-09-10,7,C,E,B,B,B,B,E,B,D,E,A,B,B,B,B,A,A,B,C,A,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
8UEq2uxh6T9lzxoWm-qY5,F,2011-03-24,7,C,A,D,B,D,B,D,D,D,C,A,B,A,B,E,A,E,B,C,NA,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,NA
8srDBeShkYcc8Y0ndGj9V,M,2010-09-29,7,C,A,B,B,D,B,A,C,C,A,A,D,C,B,C,B,A,B,C,E,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0
8unsmSQ0kLccxZcQZbQvY,F,2011-03-23,7,C,A,D,B,D,B,D,E,D,D,A,B,A,B,E,A,A,D,NA,A,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,NA,1
93L-MJYtVpIsgn6TZkwL0,F,2011-06-07,7,C,A,D,B,D,E,D,D,C,D,A,B,A,B,E,C,C,A,C,E,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0
977cz_-HDwVA27n-QNRSg,M,2011-05-09,7,C,A,D,E,D,A,A,E,D,D,E,B,A,B,B,A,B,C,B,A,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
98sjo45B5rpEDOJ5gnoBs,M,2010-09-29,7,C,A,C,B,D,B,D,D,E,B,A,B,A,B,A,A,A,D,B,E,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
9BXVmDZcJ_ONc_OzEjFnD,M,2011-02-19,7,C,A,D,B,D,B,D,B,C,D,A,D,A,B,D,D,B,C,E,A,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1
9IyUTgqSqQRUbNXIxh_JD,M,2011-07-11,7,C,A,B,B,D,A,D,E,C,D,A,B,A,D,C,B,A,A,B,A,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1
9c8x8yhRqJMtH11UCcLXf,F,2010-12-20,7,E,A,C,B,D,B,D,B,A,D,D,B,D,A,B,A,E,B,B,E,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AVpCLZ-kuXJG6XyarkgUB,M,2011-04-18,7,C,A,C,B,D,B,D,B,C,C,A,C,A,E,E,A,D,A,B,A,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1
BH_C1JNO3Wtmv06ypdEMQ,F,2011-02-07,7,C,A,D,B,D,E,B,C,C,D,A,D,A,B,D,B,A,E,B,E,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0
BRhF7bhcHqA7UmepYn3bP,F,2011-02-18,7,C,A,D,B,D,E,B,C,C,D,A,B,A,B,C,B,A,A,D,A,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
BaZkErSqBadDv_yKfMWrQ,M,2010-12-08,7,C,A,D,B,D,E,B,E,C,D,A,C,A,B,C,B,A,A,D,A,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
BbUw_ikX68bOsLfI13V35,M,2010-10-24,7,C,A,C,B,D,E,A,E,C,D,A,C,A,E,B,E,A,A,B,A,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1
Bvy08x6rursUuy9iCfagh,F,2010-10-28,7,C,A,B,B,D,E,B,C,A,A,C,E,E,C,B,A,B,D,C,A,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
CIHi0oYxDY1JT01c2SYRG,M,2011-02-07,7,C,A,C,B,D,D,B,E,C,D,A,D,A,B,D,D,A,A,B,E,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0
Cxh7AanBLy5nlE7wxiAVf,M,2011-03-23,7,C,A,D,B,D,A,B,E,C,A,D,E,E,B,C,C,D,A,D,E,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0
DKx5jtAhI2G_YGrcbGKay,F,2011-06-03,7,C,A,D,B,D,E,B,C,C,D,A,C,A,B,C,A,A,C,D,E,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0
DqcSlCul4jIurCkCOFVyB,F,2010-12-25,7,C,A,D,B,D,B,D,E,C,C,A,C,A,B,E,E,A,A,B,E,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0
EA7YEr1AKJcHafaO83o-o,M,2010-09-19,7,B,E,B,B,D,B,B,E,C,D,A,D,A,B,D,D,A,C,C,C,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0
EKDVvBxZrpWFdGW4-_NdA,F,2011-06-16,7,C,A,B,B,D,B,D,E,A,D,A,C,A,B,D,A,A,C,B,A,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1
ETZYYVGPUz5w6zidGlM3J,F,2011-07-19,7,C,A,D,B,D,B,A,C,C,D,A,D,A,B,D,D,A,C,B,E,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0
EW8_uYW0HtVR_ChnmKQC5,M,2010-12-12,7,A,A,D,B,D,C,E,B,C,D,A,D,A,B,B,B,A,A,E,A,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1
F8QBsi7jQL7ncP77bZQZY,M,2010-12-21,7,C,A,D,B,C,B,D,C,B,D,A,D,D,E,E,E,D,E,B,E,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
FDlSfi-LokvBDE8gjUzsD,F,2010-09-04,7,C,A,D,B,D,E,A,C,C,D,A,D,A,B,C,B,A,A,D,A,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
G5LurV9e_I0wnz2yov0tP,M,2010-11-16,7,C,A,D,B,C,B,D,E,E,B,A,B,A,A,A,E,A,B,C,E,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
GKgBTvhfGDOR7rKj5iazZ,F,2011-02-09,7,C,A,D,B,D,B,D,E,A,D,A,B,E,B,D,A,A,C,B,A,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1
H2QynVBmRSU1-1REgMVLF,M,2011-04-05,7,C,A,D,B,D,E,D,D,A,D,A,B,E,A,E,A,C,A,B,B,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
H6M2Vin3AoBNcTMEpKLkd,M,2010-09-21,7,C,A,D,B,D,E,A,E,D,B,D,B,E,B,A,D,A,A,D,A,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1
HRIlt_M3S2XIh4S2-hu-_,F,2011-07-22,7,C,A,C,B,D,E,D,C,C,D,A,A,A,B,D,E,B,C,B,A,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1
HhN7DJRSH8_PyMe64NAJN,F,2011-07-25,7,C,A,D,B,D,E,A,B,C,D,A,D,E,B,D,B,A,A,C,A,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1
HwdM4cnYm29a_w-8Pf-Bg,M,2011-04-15,7,C,A,D,B,D,D,E,E,A,D,A,C,A,E,B,A,D,C,B,E,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
IUpmo3y2MiI7-4IMK47op,M,2010-11-20,7,C,A,D,B,D,B,D,C,A,D,A,D,E,B,D,D,B,A,B,E,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0
IWu8PHVy0lmBxTsH4Xlus,F,2011-03-22,7,C,A,B,C,D,B,E,A,C,D,E,C,A,B,D,A,B,C,B,E,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
IfrE36c_NJPxmRVhiejt3,F,2011-06-13,7,C,A,B,B,D,B,B,C,C,E,A,C,D,C,B,D,D,E,C,A,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1
IwNyPFPUz-pLwNVzJ6RNA,M,2011-05-27,7,C,A,D,B,D,B,D,C,C,D,A,D,A,B,D,C,B,A,E,E,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0
J1dgTimI7CTuYLRuTPjwg,M,2011-08-03,7,C,A,D,B,C,B,D,C,C,D,A,D,A,D,C,A,B,B,B,A,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1
JOSFwFfjOUqpuMQxrVc0h,F,2011-05-07,7,C,A,D,B,D,E,B,C,C,D,A,D,A,B,C,B,A,A,D,A,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
JaViMU_bmgrISHpID571z,F,2011-07-08,7,C,A,D,B,A,A,A,E,D,D,A,C,D,B,D,B,A,A,C,A,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1
JgJ6_VX6h6U3ihICUCMam,F,2010-11-08,7,C,A,D,B,D,E,B,C,C,D,A,D,A,B,A,A,A,A,D,A,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
KBicsjfW_Td9G1BpVCNI_,M,2010-09-14,7,C,A,D,B,D,E,C,C,C,D,A,D,A,B,A,B,D,A,D,A,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
LMB1TC5ZT0hoxhgbtmXRi,M,2011-07-16,7,C,A,C,B,D,B,D,E,A,D,A,D,E,D,D,A,B,C,E,A,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
LP4BN5cepuzmdcdfhmgGk,F,2011-05-04,7,C,A,D,B,D,B,D,E,E,D,C,B,A,B,C,D,A,A,C,E,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0
MFHDNY2tcG0JE5C8prfFG,M,2010-11-27,7,C,A,D,D,D,B,A,C,C,D,A,D,A,B,D,B,A,B,B,A,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1
MXALe1khTBRZCn3Eqd8h3,M,2010-09-05,7,A,A,D,B,D,B,A,B,C,D,A,C,A,B,E,D,A,C,B,A,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1
MZYIe33m0uFZYN-hNwxcN,M,2010-12-17,7,C,A,C,B,D,B,D,E,C,D,A,D,E,B,D,C,A,B,B,C,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
MqPo8wDc1IcZwuDzOoowd,F,2010-12-04,7,C,A,D,B,D,E,C,E,C,D,A,D,A,B,E,A,A,E,E,A,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1
NW1-dw5HhW5Vmjiwu1Vto,M,2011-02-11,7,C,A,D,B,D,E,B,B,C,D,A,D,A,B,E,C,A,A,B,A,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1
NegpzrF36WOoz4Wvzbcjc,M,2011-02-25,7,C,A,D,B,D,A,B,E,C,D,A,B,A,B,D,E,A,A,B,E,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0
O8rnH6XWvjxyQw5Y3qsMC,F,2011-01-15,7,C,A,D,B,D,B,D,B,C,D,A,D,D,B,E,E,A,A,B,E,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0
OgHSyLsXSFWgSEBf0Zzp9,F,2011-03-21,7,B,C,E,B,D,E,A,E,A,D,A,C,E,A,D,E,E,E,D,B,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
PaMVsmoS7hs0p-vVJgBYq,F,2011-02-18,7,C,A,D,B,D,A,A,C,A,D,A,B,A,B,D,A,B,A,B,E,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0
QRduvRxBTlrbubTenZPhX,M,2010-09-14,7,C,A,D,B,D,B,D,B,C,D,A,B,A,B,B,D,B,A,B,E,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0
QymcdXS5AYg7tNZtXAZwK,F,2011-08-01,7,C,B,C,B,D,B,C,B,B,C,A,D,A,D,B,A,B,B,C,E,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
RV0CfTHHwhqM8v0y9wcDY,M,2010-11-29,7,C,A,D,B,D,E,B,B,C,D,A,D,A,B,D,B,A,A,B,A,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1
ReUQmtH9cIK-lMqgsdPRY,F,2011-08-14,7,C,A,D,B,D,E,B,E,A,D,A,B,A,B,D,D,A,C,C,A,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1
Rlsvh2WAE_9frj9FXIItW,F,2010-12-10,7,C,A,D,B,D,E,B,C,C,D,A,D,A,B,C,B,A,C,B,E,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
SGyJxAYYnA9cPaoc9XnRc,F,2011-03-10,7,C,A,D,B,D,B,D,E,C,D,A,D,E,B,B,A,A,C,B,E,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
SRIwbm3CXk8xzRQujq6cs,F,2010-12-02,7,C,A,B,B,D,D,E,E,E,D,D,B,C,D,A,D,D,E,C,A,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
TdXGDvjbGj5YIoJDfTwXA,F,2011-06-10,7,C,A,D,B,D,E,B,C,C,D,A,D,A,B,C,E,C,A,B,A,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
U8pERj_uYb9aySuk7Bd6K,M,2010-09-23,7,C,A,B,D,D,E,A,B,D,D,A,D,E,B,D,A,A,A,B,A,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1
UJGUHqT3phVCrQI8JtTDN,M,2011-02-20,7,C,A,D,B,D,B,D,D,C,D,A,C,A,B,A,D,A,A,B,A,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1
UXLvF4osPZfJRyue0JUql,M,2011-03-25,7,C,E,C,B,D,B,D,A,E,C,A,C,D,A,E,A,D,D,C,E,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
VArpWhYQ6FJ5G7KBTcrZs,M,2011-05-28,7,C,A,B,B,D,A,A,B,C,D,A,D,A,B,D,A,A,A,B,E,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0
Vu_lo7oZNOLwTlE6W58yx,M,2010-12-07,7,C,A,C,B,D,B,D,E,E,D,A,B,D,B,E,D,B,C,C,E,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
W0qS27LRkMEaIWZbIjvsa,M,2010-09-26,7,C,A,D,B,D,E,B,D,C,D,A,D,A,B,C,A,B,E,C,E,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
WScMCNR7Q5SVALVA1bngZ,M,2011-07-12,7,C,A,C,B,D,B,A,D,A,D,A,B,E,E,D,E,A,D,C,E,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
Wj5UX7NQ4sqvTtK3BhHbJ,F,2010-11-26,7,C,A,D,B,D,B,E,E,D,D,E,B,E,B,D,A,A,A,C,A,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1
WnEO29gvd-lAFlXiydrFo,M,2010-09-13,7,C,A,D,B,C,B,D,E,C,D,A,B,A,D,E,A,B,A,B,C,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0
XGEvejkInhxJUAgneIEph,F,2011-01-05,7,C,A,C,A,C,B,C,B,C,D,A,D,E,B,B,E,A,A,E,A,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1
XJt01azNrPxDp8_XWeVGm,M,2011-04-19,7,C,A,D,B,D,B,D,B,C,D,A,B,A,B,E,A,A,A,B,E,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0
YNFsiSjPrzQGlC6ellA4M,M,2011-07-13,7,C,A,D,B,D,B,D,D,C,E,A,D,A,B,A,A,A,A,C,A,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1
YRSJa2ykfSD30CFOxhtBw,F,2011-05-13,7,C,A,D,B,D,E,B,C,C,D,A,D,A,B,A,B,A,E,D,A,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
Ysi9WBRn0P6XLnY021nTv,M,2011-03-24,7,C,A,C,B,D,B,B,A,C,D,D,B,A,A,D,A,A,C,C,A,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1
ZVGcGZ067WQXWoNXStx-4,F,2011-08-27,7,C,A,D,B,D,A,A,C,C,D,A,D,D,B,D,A,A,C,B,E,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0
ZpdOX4XSKAT8qTH9CBel1,M,2010-11-23,7,C,A,D,B,D,E,B,C,C,D,A,D,A,D,E,B,A,A,C,A,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1
_7oV17XxkdOO93QxqZPUZ,F,2011-04-22,7,C,A,C,B,D,B,D,E,A,D,A,C,A,D,D,B,A,A,B,A,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1
_OuTcqHY9wgTtUxOe4kxI,M,2011-08-24,7,C,A,D,B,D,E,B,C,C,D,A,D,A,B,D,A,D,A,B,A,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
_hjRgNxUBad-95RYsQCyA,F,2010-09-14,7,C,A,D,B,D,B,E,A,D,D,A,B,A,B,D,A,A,A,B,A,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1
_mz09UEYeHV1YKDmV0ekI,M,2011-07-06,7,C,A,D,B,D,D,E,B,A,D,A,B,E,B,D,D,A,B,B,A,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1
a3H3zMGlFcDRQTT753P4V,M,2011-03-14,7,C,A,A,B,D,B,B,E,C,D,A,D,A,B,B,C,E,A,D,C,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0
a4BRs5sh8anejqYCEjtNX,M,2010-09-22,7,C,A,C,B,NA,C,D,E,C,D,A,C,A,B,B,A,D,C,B,E,1,1,1,0,1,NA,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0
aAgK5RsLyXMj9a5M5SqT0,M,2011-07-08,7,C,A,D,B,D,E,C,E,C,D,A,B,A,B,D,B,A,A,B,A,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1
b3FlY5goAq3OHS3jFTPRn,M,2011-06-01,7,C,A,B,B,D,D,D,E,A,D,A,C,D,B,E,D,A,A,E,A,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1
bpn_kbj5mD8E8eAYZn1hi,F,2010-09-13,7,C,A,C,B,D,B,D,E,A,B,A,B,A,B,A,A,D,A,C,A,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1
c2buwUVDQH6RuhpFAC7i2,M,2011-05-13,7,C,A,C,B,D,E,B,C,A,D,A,B,B,B,D,A,A,E,D,A,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1
c6IEr8C4FANLIWBdPp1FR,F,2011-05-03,7,C,A,D,B,D,B,D,A,C,D,A,D,A,B,D,A,A,A,B,A,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1
cSDhrJyXOuRZcmpaOxdIK,F,2010-11-02,7,C,A,D,B,D,E,B,C,C,D,A,D,A,B,C,B,A,A,B,A,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
ctCC9F4l2vTMWv4KDns8v,M,2010-10-02,7,C,A,D,B,D,E,B,C,C,D,A,D,A,B,D,E,A,A,B,A,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1
cz2gojxmn8dz2xBGqE0LG,M,2010-10-01,7,C,A,B,B,C,E,A,C,C,D,A,D,A,B,D,B,A,C,D,B,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0
dOUss7zLVCxxz9Bigg-IJ,F,2010-09-14,7,C,A,D,B,D,B,D,C,C,D,A,D,A,B,D,D,A,A,B,A,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1
dYXJPm-IqT9m_y6RS6bq6,F,2010-11-16,7,C,A,C,B,D,B,D,E,A,D,A,C,E,D,E,D,A,E,B,E,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
dbBX2QTz9I2t_isGsWBHu,M,2011-04-23,7,C,A,D,B,D,E,B,B,C,D,D,E,C,B,B,C,A,A,B,C,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0
elED0unR3GW5vXvrRGa8v,F,2011-08-10,7,C,A,D,B,D,B,D,E,C,E,A,E,A,B,D,A,A,A,B,A,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1
f0yneFKzBKLCp2BYt-Cj1,F,2010-10-10,7,C,A,D,B,D,B,A,E,E,C,D,C,A,E,E,D,B,A,C,A,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
